Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotPorch,HouseRate_Cond_and_Material,Age_of_House
1039,160,RM,21.0,1533,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,6,1970,2008,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,546,546,GasA,TA,Y,SBrkr,546,0,1344,0,0,1,1,3,1,TA,Typ,1,TA,,,0,,,Y,0,0,0,0,0,0,0,5,2009,WD,Normal,97000,0,Average,39
1040,180,RM,21.0,1477,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,4,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,509,Unf,0,121,630,GasA,TA,Y,SBrkr,0,0,630,1,0,1,0,1,1,TA,Typ,0,,Attchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,0,4,2009,WD,Normal,80000,0,Below Average,39
1041,20,RL,88.0,13125,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1957,2000,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,67.0,TA,TA,CBlock,TA,TA,No,Rec,168,BLQ,682,284,1134,GasA,Ex,Y,SBrkr,0,0,1803,1,0,2,0,3,1,TA,Maj1,1,TA,Attchd,RFn,2,TA,TA,Y,0,0,0,0,0,0,0,1,2006,WD,Normal,155000,0,Average,49
1042,60,RL,,9130,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,2Story,6,8,1966,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,252.0,TA,TA,CBlock,TA,TA,No,GLQ,400,Rec,64,336,800,GasA,Gd,Y,SBrkr,832,0,1632,0,1,1,1,4,1,Gd,Typ,0,,Attchd,Unf,2,TA,TA,Y,0,40,0,0,0,0,0,7,2008,WD,Normal,173000,40,Good,42
1043,120,RL,34.0,5381,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,135.0,Gd,TA,PConc,Gd,TA,Av,ALQ,900,Unf,0,406,1306,GasA,Ex,Y,SBrkr,0,0,1306,1,0,2,0,1,1,Gd,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,170,63,0,0,0,0,0,8,2009,WD,Normal,196000,63,Above Average,4
1044,60,RL,86.0,11839,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,TA,TA,PConc,Gd,TA,No,GLQ,1085,Unf,0,390,1475,GasA,Ex,Y,SBrkr,797,0,2329,1,0,2,1,4,1,Gd,Typ,1,Ex,Attchd,Unf,2,TA,TA,Y,192,121,0,0,0,0,0,5,2008,WD,Normal,262280,121,Above Average,18
1045,20,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,8,5,1981,1981,Hip,WdShngl,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,1104,Unf,0,1420,2524,GasA,TA,Y,SBrkr,0,0,2524,1,0,2,1,4,1,Gd,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,474,120,0,0,0,0,0,7,2009,WD,Normal,278000,120,Good,28
1046,20,RL,,13680,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,5,1955,1955,Hip,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,Slab,,,,,0,,0,0,0,GasA,Ex,Y,FuseA,0,0,1733,0,0,2,0,4,1,TA,Min2,1,Gd,Attchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,0,6,2009,WD,Normal,139600,0,Below Average,54
1047,60,RL,85.0,16056,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,Stone,208.0,Gd,TA,PConc,Ex,TA,Av,GLQ,240,Unf,0,1752,1992,GasA,Ex,Y,SBrkr,876,0,2868,0,0,3,1,4,1,Ex,Typ,1,Gd,BuiltIn,Fin,3,TA,TA,Y,214,108,0,0,0,0,0,7,2006,New,Partial,556581,108,Good,1
1048,20,RL,57.0,9245,Pave,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,686,Unf,0,304,990,GasA,Ex,Y,SBrkr,0,0,990,0,1,1,0,3,1,TA,Typ,0,,Detchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,0,2,2008,WD,Normal,145000,0,Average,14
1049,20,RL,100.0,21750,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,4,1960,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,75.0,TA,Fa,Slab,,,,,0,,0,0,0,GasA,TA,Y,SBrkr,0,0,1771,0,0,1,0,3,1,TA,Min1,1,TA,Attchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,0,11,2009,WD,Normal,115000,0,Average,49
1050,20,RL,60.0,11100,Pave,Reg,Low,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,1946,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,,,,,0,,0,0,0,GasA,Ex,Y,SBrkr,0,0,930,0,0,1,0,2,1,Gd,Typ,0,,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,0,4,2010,WD,Abnorml,84900,0,Above Average,64
1051,20,RL,73.0,8993,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1302,1302,GasA,Ex,Y,SBrkr,0,0,1302,0,0,2,0,3,1,Gd,Typ,0,,Attchd,Fin,2,TA,TA,Y,0,22,0,0,0,0,0,8,2007,New,Partial,176485,22,Above Average,0
1052,20,RL,103.0,11175,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1316,1316,GasA,Ex,Y,SBrkr,0,0,1316,0,0,2,0,3,1,Gd,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,0,20,0,0,0,0,0,10,2007,New,Partial,200141,20,Above Average,0
1053,60,RL,100.0,9500,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,6,6,1964,1978,Gable,CompShg,VinylSd,VinylSd,BrkCmn,272.0,TA,TA,CBlock,TA,TA,No,Rec,442,Unf,0,374,816,GasA,TA,Y,SBrkr,850,0,1977,0,1,1,1,4,1,TA,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,0,52,0,0,0,0,0,6,2007,WD,Normal,165000,52,Above Average,43
1054,20,RL,68.0,8562,Pave,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,5,6,1957,2002,Hip,CompShg,HdBoard,HdBoard,Stone,145.0,TA,TA,CBlock,TA,TA,Av,Rec,383,Unf,0,833,1216,GasA,Ex,Y,FuseA,0,0,1526,0,0,1,0,4,1,TA,Min2,1,Gd,Basment,Unf,1,TA,TA,Y,116,78,0,0,0,0,0,5,2010,WD,Normal,144500,78,Above Average,53
1055,60,RL,90.0,11367,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,932,Unf,0,133,1065,GasA,Ex,Y,SBrkr,898,0,1989,1,0,2,1,3,1,Gd,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,199,60,0,0,0,0,0,11,2006,WD,Normal,255000,60,Good,4
1056,20,RL,104.0,11361,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,160.0,TA,TA,CBlock,Gd,TA,No,ALQ,644,Unf,0,549,1193,GasA,TA,Y,SBrkr,0,0,1523,0,1,2,0,3,1,TA,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,0,0,0,0,189,0,0,5,2008,COD,Abnorml,180000,189,Above Average,32
1057,120,RL,43.0,7052,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,659,Unf,0,705,1364,GasA,Ex,Y,SBrkr,0,0,1364,1,0,2,0,2,1,Gd,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,192,36,0,0,0,0,0,6,2006,WD,Normal,185850,36,Above Average,1
1058,60,RL,,29959,Pave,IR2,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,6,1994,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,595,Unf,0,378,973,GasA,Ex,Y,SBrkr,871,0,1850,0,0,2,1,3,1,Gd,Typ,1,Gd,BuiltIn,Fin,2,TA,TA,Y,168,98,0,0,0,0,0,1,2009,WD,Normal,248000,98,Good,15
1059,60,RL,96.0,11308,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,154.0,Ex,TA,PConc,Ex,TA,Av,GLQ,936,Unf,0,168,1104,GasA,Ex,Y,SBrkr,1054,0,2184,1,0,2,1,3,1,Ex,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,0,102,0,0,0,0,0,7,2009,WD,Normal,335000,102,Good,1
1060,50,RL,,11275,Pave,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,1932,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,480.0,TA,TA,CBlock,TA,TA,Mn,Rec,297,LwQ,557,0,854,GasA,TA,Y,SBrkr,895,0,1991,0,0,1,1,3,1,TA,Typ,1,Gd,Detchd,Unf,2,TA,Fa,Y,0,0,19,0,0,0,0,3,2007,WD,Normal,220000,19,Good,75
1061,120,RL,41.0,4920,Pave,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2001,2001,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,616,Unf,0,722,1338,GasA,Ex,Y,SBrkr,0,0,1338,1,0,2,0,2,1,Gd,Typ,0,,Attchd,Fin,2,TA,TA,Y,0,0,170,0,0,0,0,4,2010,WD,Normal,213500,170,Good,9
1062,30,C (all),120.0,18000,Grvl,Reg,Low,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,4,1935,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,Fa,TA,CBlock,TA,TA,No,Unf,0,Unf,0,894,894,GasA,TA,Y,SBrkr,0,0,894,0,0,1,0,2,1,TA,Typ,0,,Detchd,RFn,3,TA,TA,Y,0,20,0,0,0,0,560,8,2008,ConLD,Normal,81000,20,Below Average,73
1063,190,RM,85.0,13600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,5,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,662,662,GasA,TA,N,SBrkr,915,0,2337,0,0,2,0,5,2,TA,Min2,0,,Detchd,Unf,2,TA,TA,Y,0,57,0,0,0,0,0,9,2007,WD,Normal,90000,57,Average,107
1064,30,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,6,1925,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,397,Unf,0,706,1103,GasA,Gd,Y,SBrkr,0,0,1103,0,0,1,0,2,1,Gd,Typ,1,Gd,Detchd,Unf,2,TA,TA,Y,166,120,0,0,0,0,0,7,2006,WD,Normal,110500,120,Above Average,81
1065,20,RL,,11000,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,1966,Gable,CompShg,Plywood,Plywood,BrkFace,200.0,TA,TA,CBlock,TA,TA,Mn,BLQ,740,Rec,230,184,1154,GasA,Ex,Y,SBrkr,0,0,1154,0,0,1,1,3,1,TA,Typ,1,Po,Attchd,RFn,2,TA,TA,Y,0,58,0,0,0,0,0,11,2009,WD,Normal,154000,58,Above Average,43
1066,60,RL,80.0,14000,Pave,Reg,Lvl,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1201,Unf,0,105,1306,GasA,Ex,Y,SBrkr,954,0,2260,1,0,2,1,3,1,Gd,Typ,0,,Attchd,RFn,2,TA,TA,Y,296,44,0,0,0,0,0,4,2010,WD,Normal,328000,44,Above Average,14
1067,60,RL,59.0,7837,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,7,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,799,799,GasA,Gd,Y,SBrkr,772,0,1571,0,0,2,1,3,1,TA,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,0,40,0,0,0,0,0,5,2009,WD,Normal,178000,40,Good,16
1068,60,RL,80.0,9760,Pave,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,2Story,6,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,360.0,TA,TA,CBlock,TA,TA,Gd,GLQ,674,LwQ,106,0,780,GasA,TA,Y,SBrkr,813,0,1611,1,0,1,1,4,1,TA,Typ,0,,Attchd,RFn,2,TA,TA,Y,328,128,0,0,189,0,0,6,2008,WD,Normal,167900,317,Above Average,44
1069,160,RM,42.0,3964,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,6,4,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,837,Unf,0,105,942,GasA,Gd,Y,SBrkr,1230,0,2521,1,0,2,1,5,1,TA,Maj1,1,Gd,Attchd,Fin,2,TA,TA,Y,728,20,0,0,0,0,0,6,2006,WD,Normal,151400,20,Average,33
1070,45,RL,60.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Unf,5,7,1949,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,220,Unf,0,625,845,GasA,TA,Y,SBrkr,0,0,893,0,1,1,0,2,1,Gd,Typ,0,,Detchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,0,5,2007,WD,Normal,135000,0,Above Average,58
1071,20,RL,72.0,10152,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,BrkFace,120.0,TA,TA,CBlock,TA,TA,No,BLQ,586,Unf,0,462,1048,GasA,TA,Y,SBrkr,0,0,1048,1,0,1,0,3,1,TA,Typ,0,,Attchd,Unf,1,TA,TA,Y,0,20,0,0,192,0,0,6,2007,WD,Normal,135000,212,Average,51
1072,60,RL,78.0,11700,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,298,Unf,0,429,727,GasA,Ex,Y,SBrkr,727,0,1556,0,0,1,1,4,1,TA,Typ,0,,Attchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,0,5,2009,WD,Normal,154000,0,Above Average,41
1073,50,RL,50.0,7585,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5,3,1948,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Fa,Fa,Mn,Unf,0,Unf,0,810,810,GasA,Fa,Y,FuseA,454,0,1456,1,1,1,0,4,1,TA,Typ,1,TA,Detchd,Unf,1,TA,TA,P,0,0,0,0,0,0,0,8,2006,WD,Normal,91500,0,Below Average,58
1074,60,RL,75.0,7950,Pave,IR1,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,6,1977,1977,Hip,CompShg,HdBoard,Plywood,BrkFace,140.0,TA,TA,CBlock,TA,TA,No,BLQ,535,Unf,0,155,690,GasA,TA,Y,SBrkr,728,0,1426,0,0,1,1,3,1,TA,Typ,0,,Attchd,Fin,2,TA,TA,Y,252,0,0,0,0,0,0,7,2009,WD,Normal,159500,0,Above Average,32
1075,20,RL,74.0,8556,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1240,1240,GasA,Ex,Y,SBrkr,0,0,1240,0,0,2,0,2,1,Gd,Typ,0,,Attchd,RFn,3,TA,TA,Y,140,93,0,0,0,0,0,5,2007,WD,Normal,194000,93,Above Average,1
1076,70,RL,75.0,13125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,1940,1984,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,410,Unf,0,390,800,GasA,TA,Y,SBrkr,780,0,1740,0,0,1,1,3,1,TA,Typ,2,Gd,Attchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,0,7,2007,CWD,Normal,219500,0,Good,67
1077,50,RL,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1936,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,TA,No,ALQ,626,Unf,0,170,796,GasA,Gd,Y,SBrkr,370,0,1466,0,1,2,0,3,1,Gd,Min1,1,TA,Attchd,Unf,2,TA,TA,Y,436,21,0,0,0,0,500,4,2006,WD,Normal,170000,21,Good,70
1078,20,RL,,15870,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,VinylSd,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,75,Rec,791,230,1096,GasA,Ex,Y,SBrkr,0,0,1096,1,0,1,0,3,1,TA,Typ,0,,Attchd,Fin,1,TA,TA,Y,240,32,0,0,0,0,0,3,2006,WD,Abnorml,138800,32,Average,37
1079,120,RM,37.0,4435,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,662,Unf,0,186,848,GasA,Ex,Y,SBrkr,0,0,848,1,0,1,0,1,1,Gd,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,140,0,0,0,0,0,0,5,2006,WD,Normal,155900,0,Above Average,2
1080,20,RL,65.0,8775,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,495,Unf,0,495,990,GasA,Gd,Y,SBrkr,0,0,990,0,0,1,0,3,1,TA,Typ,0,,Attchd,Unf,1,TA,TA,Y,0,64,0,0,0,0,0,4,2007,WD,Normal,126000,64,Average,13
1081,20,RL,80.0,11040,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1971,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,144.0,Gd,Gd,CBlock,TA,TA,No,ALQ,656,Unf,0,602,1258,GasA,Ex,Y,SBrkr,0,0,1258,0,1,2,0,3,1,Gd,Typ,0,,Attchd,RFn,2,TA,TA,Y,55,0,0,216,0,0,0,10,2008,COD,Abnorml,145000,216,Good,37
1082,20,RL,75.0,7500,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,824,Unf,0,216,1040,GasA,Fa,Y,SBrkr,0,0,1040,1,0,1,1,3,1,TA,Typ,0,,Attchd,Fin,1,TA,TA,Y,0,0,220,0,0,0,0,6,2010,WD,Normal,133000,220,Average,47
1083,20,RL,70.0,8749,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,100.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1459,1459,GasA,Ex,Y,SBrkr,0,0,1459,0,0,2,0,3,1,Gd,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,192,39,0,0,0,0,0,9,2007,WD,Normal,192000,39,Above Average,5
1084,20,RL,80.0,8800,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,425.0,TA,TA,CBlock,TA,TA,No,BLQ,553,Unf,0,698,1251,GasA,TA,Y,SBrkr,0,0,1251,1,0,1,0,3,1,TA,Typ,2,Gd,Attchd,RFn,1,TA,TA,Y,0,116,0,0,0,0,700,3,2006,WD,Normal,160000,116,Above Average,42
1085,60,RL,,13031,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,592,Unf,0,99,691,GasA,Gd,Y,SBrkr,807,0,1498,0,0,2,1,3,1,TA,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,315,44,0,0,0,0,0,7,2006,WD,Normal,187500,44,Above Average,11
1086,85,RL,73.0,9069,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,747,Unf,0,189,936,GasA,Ex,Y,SBrkr,0,0,996,1,0,1,0,2,1,Gd,Typ,0,,Attchd,Unf,2,TA,TA,Y,120,0,0,0,0,0,0,4,2010,WD,Normal,147000,0,Above Average,18
1087,160,RM,,1974,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,334,Unf,0,212,546,GasA,TA,Y,SBrkr,546,0,1092,0,0,1,1,3,1,TA,Typ,0,,Attchd,RFn,1,TA,TA,Y,120,96,0,0,0,0,0,5,2010,WD,Normal,83500,96,Average,37
1088,60,FV,85.0,10574,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1082,1082,GasA,Ex,Y,SBrkr,871,0,1953,0,0,2,1,3,1,Gd,Typ,1,Gd,Attchd,RFn,3,TA,TA,Y,160,50,0,0,0,0,0,5,2009,WD,Normal,252000,50,Good,4
1089,160,RM,24.0,2522,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,970,970,GasA,Ex,Y,SBrkr,739,0,1709,0,0,2,0,3,1,Gd,Maj1,0,,Detchd,Unf,2,TA,TA,Y,0,40,0,0,0,0,0,4,2006,WD,Normal,137500,40,Above Average,2
1090,120,FV,37.0,3316,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1039,Unf,0,208,1247,GasA,Ex,Y,SBrkr,0,0,1247,1,0,1,1,1,1,Gd,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,0,84,0,0,0,0,0,4,2006,WD,Normal,197000,84,Good,1
1091,90,RL,60.0,8544,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,Slab,,,,,0,,0,0,0,Wall,Fa,N,FuseA,0,0,1040,0,0,2,0,2,2,TA,Typ,0,,Detchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,0,6,2009,WD,Normal,92900,0,Below Average,59
1092,160,FV,24.0,2160,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,212.0,Gd,TA,PConc,Gd,TA,No,BLQ,510,Unf,0,90,600,GasA,Ex,Y,SBrkr,628,0,1252,1,0,2,1,2,1,Gd,Typ,0,,Detchd,Unf,2,TA,TA,Y,0,48,0,0,0,0,0,3,2008,WD,Normal,160000,48,Above Average,9
1093,50,RL,60.0,8400,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Rec,423,Unf,0,758,1181,GasA,Fa,Y,SBrkr,304,0,1694,0,0,2,0,4,1,TA,Typ,1,Gd,Detchd,Unf,2,TA,TA,Y,342,0,128,0,0,0,0,6,2008,WD,Normal,136500,128,Above Average,83
